text,token,complexity,value,varv,vars,text_name,page_num,sentence_num,lemma,location_true,location_adnot,gpt-4.1-2025-04-14
"Invenția agriculturii a adus oamenii și animalele în contact mult mai strâns, iar oamenii probabil au dezvoltat sisteme imunitare mai robuste pentru a face față infecțiilor transmise de animale.",sisteme,0.5,3,0.45,0.028125,PopSci_Caveman,10,4,sistem,"(779, 786)","(112, 118)",0.1
"Invenția agriculturii a adus oamenii și animalele în contact mult mai strâns, iar oamenii probabil au dezvoltat sisteme imunitare mai robuste pentru a face față infecțiilor transmise de animale.",adus,0,1,0.21,0.013125,PopSci_Caveman,10,4,aduce,"(691, 695)","(24, 27)",0.1
"Invenția agriculturii a adus oamenii și animalele în contact mult mai strâns, iar oamenii probabil au dezvoltat sisteme imunitare mai robuste pentru a face față infecțiilor transmise de animale.",oamenii,0,1,0.24,0.015,PopSci_Caveman,10,4,om,"(696, 703)","(29, 35)",0.1
"Invenția agriculturii a adus oamenii și animalele în contact mult mai strâns, iar oamenii probabil au dezvoltat sisteme imunitare mai robuste pentru a face față infecțiilor transmise de animale.",agriculturii,0.25,2,0.6,0.0375,PopSci_Caveman,10,4,agricultură,"(676, 688)","(9, 20)",0.2
"Invenția agriculturii a adus oamenii și animalele în contact mult mai strâns, iar oamenii probabil au dezvoltat sisteme imunitare mai robuste pentru a face față infecțiilor transmise de animale.",animalele,0,1,0.17283950617284,0.0108024691358025,PopSci_Caveman,10,4,animal,"(707, 716)","(40, 48)",0.1
"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",fazelor,0.75,4,1.35537190082645,0.0847107438016529,Enc_WikiMoon,11,4,fază,"(561, 568)","(85, 91)",0.1
"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",ciclul,0.5,3,0.958677685950413,0.0599173553719008,Enc_WikiMoon,11,4,ciclu,"(554, 560)","(78, 83)",0.1
"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",Soarele,0,1,0.429752066115702,0.0268595041322314,Enc_WikiMoon,11,4,soare,"(512, 519)","(36, 42)",0.1
"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",zile,0,1,0.0826446280991735,0.00516528925619835,Enc_WikiMoon,11,4,zi,"(529, 533)","(53, 56)",0
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,Facilitarea,0.5,3,1.05785123966942,0.0661157024793389,PopSci_MultiplEYE,0,5,facilitare,"(764, 775)","(50, 60)",0.3
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,datelor,0.25,2,0.363636363636364,0.0227272727272727,PopSci_MultiplEYE,0,5,dată,"(787, 794)","(73, 79)",0.2
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,Titlul,0,1,0.36,0.0225,PopSci_MultiplEYE,0,5,titlu,"(714, 720)","(0, 5)",0.1
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,procesării,0.5,3,0.809917355371901,0.0506198347107438,PopSci_MultiplEYE,0,5,procesare,"(852, 862)","(138, 147)",0.4
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,limbajului,0,1,0.61,0.038125,PopSci_MultiplEYE,0,5,limbaj,"(863, 873)","(149, 158)",0.1
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,colectării,0.125,1.5,0.89,0.055625,PopSci_MultiplEYE,0,5,colectare,"(776, 786)","(62, 71)",0.1
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,proiectului,0,1,0.44,0.0275,PopSci_MultiplEYE,0,5,proiect,"(721, 732)","(7, 17)",0.1
Titlul proiectului Acțiunii COST MultiplEYE este: Facilitarea colectării datelor de urmărire oculară în mai multe limbi pentru cercetarea procesării limbajului de către om și a procesării automate.,urmărire,0,1,0.69,0.043125,PopSci_MultiplEYE,0,5,urmărire,"(798, 806)","(84, 91)",0.2
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",reexaminării,0.5,3,0.45,0.028125,Ins_LearningMobility,2,5,reexaminare,"(1162, 1174)","(214, 225)",0.4
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",revizuirii,0.5,3,0.69,0.043125,Ins_LearningMobility,2,5,revizuirii,"(1191, 1201)","(243, 252)",0.3
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",mobilitatea,0,1,1.38888888888889,0.0868055555555556,Ins_LearningMobility,2,5,mobilitate,"(1021, 1032)","(287, 297)",0.4
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",sfârșitul,0.25,2,0.24,0.015,Ins_LearningMobility,2,5,sfârșit,"(1128, 1137)","(180, 188)",0.1
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",caz,0.125,1.5,0.56,0.035,Ins_LearningMobility,2,5,caz,"(1184, 1187)","(236, 238)",0.1
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",anului,0,1,0.16,0.01,Ins_LearningMobility,2,5,an,"(1138, 1144)","(190, 195)",0.1
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",criteriu,0.25,2,0.691358024691358,0.0432098765432099,Ins_LearningMobility,2,5,criteriu,"(992, 1000)","(44, 51)",0.2
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",invită,0.25,2,0.41,0.025625,Ins_LearningMobility,2,5,invita,"(1068, 1074)","(120, 125)",0.1
"Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia: „să prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință privind mobilitatea în scop educațional.",referință,0.75,4,0.686390532544379,0.0428994082840237,Ins_LearningMobility,2,5,referință,"(1004, 1013)","(269, 277)",0.2
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",scăpase,0,1,0.45,0.028125,Lit_Alchemist,3,5,scăpa,"(431, 438)","(36, 42)",0.2
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",oaia,0,1,0.44,0.0275,Lit_Alchemist,3,5,oaie,"(521, 525)","(126, 129)",0.1
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",nopții,0,1,0.09,0.005625,Lit_Alchemist,3,5,noapte,"(453, 459)","(58, 63)",0.1
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",erau,0,1,0.24,0.015,Lit_Alchemist,3,5,fi,"(398, 402)","(3, 6)",0.1
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",ziua,0,1,0.16,0.01,Lit_Alchemist,3,5,zi,"(492, 496)","(97, 100)",0
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",timpul,0,1,0.45,0.028125,Lit_Alchemist,3,5,timp,"(446, 452)","(51, 56)",0.1
"Nu erau lupi pe acolo, dar odată îi scăpase una în timpul nopții și a trebuit să-și piardă toată ziua următoare pentru a găsi oaia rătăcită.",trebuit,0,1,0.45,0.028125,Lit_Alchemist,3,5,trebui,"(465, 472)","(70, 76)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",întâmplări,0.25,2,1.28925619834711,0.0805785123966942,Lit_MagicMountain,4,5,întâmplare,"(1952, 1962)","(220, 229)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",încetat,0,1,1.84,0.115,Lit_MagicMountain,4,5,înceta,"(2020, 2027)","(288, 294)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",evita,0,1,0.56198347107438,0.0351239669421488,Lit_MagicMountain,4,5,evita,"(1764, 1769)","(32, 36)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",îndoială,0.25,2,0.611570247933884,0.0382231404958678,Lit_MagicMountain,4,5,îndoială,"(2003, 2011)","(271, 278)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",desfășoară,0.5,3,1.42148760330579,0.0888429752066116,Lit_MagicMountain,4,5,desfășura,"(1738, 1748)","(6, 15)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",știință,0.5,3,1.09090909090909,0.0681818181818182,Lit_MagicMountain,4,5,știință,"(1778, 1785)","(46, 52)",0.2
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",zile,0,1,0.198347107438017,0.012396694214876,Lit_MagicMountain,4,5,zi,"(1879, 1883)","(147, 150)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",început,0,1,1.05859375,0.066162109375,Lit_MagicMountain,4,5,începe,"(1937, 1944)","(234, 240)",0.1
"Ea se desfășoară sau - pentru a evita cu bună știință orice urmă de prezent - se desfășura, adică s-a desfășurat odinioară, cândva, în acele apuse zile șase ale lumii dinaintea Marelui Război, cu al cărui început atâtea întâmplări au început, și care care de atunci fără îndoială abia au încetat să înceapă.",urmă,0.25,2,0.330578512396694,0.0206611570247934,Lit_MagicMountain,4,5,urmă,"(1792, 1796)","(60, 63)",0.1
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",Orbitele,0.375,2.5,0.909090909090909,0.0568181818181818,Lit_Solaris,6,5,Orbitele,"(394, 402)","(0, 7)",0.2
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",perechii,0.25,2,0.793388429752066,0.0495867768595041,Lit_Solaris,6,5,perechi,"(518, 526)","(124, 131)",0.1
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",sori,0.416666666666667,2.66666666666667,1.33884297520661,0.0836776859504132,Lit_Solaris,6,5,sor,"(530, 534)","(136, 139)",0.2
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",mișcării,0.333333333333333,2.33333333333333,1.33884297520661,0.0836776859504132,Lit_Solaris,6,5,mișcare,"(494, 502)","(100, 107)",0.1
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",jocului,0.25,2,1.05785123966942,0.0661157024793389,Lit_Solaris,6,5,joc,"(449, 456)","(55, 61)",0.1
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",timpul,0.25,2,1.05785123966942,0.0661157024793388,Lit_Solaris,6,5,timp,"(487, 493)","(93, 98)",0.1
"Orbitele acestor planete se modifică într-una datorită jocului gravitațional ce intervine în timpul mișcării de revoluție a perechii de sori.
",modifică,0.25,2,0.380165289256198,0.0237603305785124,Lit_Solaris,6,5,modifica,"(422, 430)","(28, 35)",0.1
"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",smartphone,0.375,2.5,0.628099173553719,0.0392561983471074,Arg_PISACowsMilk,8,5,smartphone,"(441, 451)","(28, 37)",0.2
"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",vacă,0,1,0.148760330578512,0.00929752066115702,Arg_PISACowsMilk,8,5,vacă,"(469, 473)","(56, 60)",0.1
"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",căutare,0.25,2,0.409722222222222,0.0256076388888889,Arg_PISACowsMilk,8,5,căutare,"(430, 437)","(17, 23)",0.1
"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",lapte,0,1,0.148760330578512,0.00929752066115702,Arg_PISACowsMilk,8,5,lapte,"(460, 465)","(46, 51)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",Rapa,0.75,4,0.96,0.06,Arg_PISARapaNui,9,5,rapă,"(704, 708)","(185, 188)",0.6
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",profesoarei,0,1,0.64,0.04,Arg_PISARapaNui,9,5,profesoare,"(574, 585)","(55, 65)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",fereastră,0,1,0.44,0.0275,Arg_PISARapaNui,9,5,fereastră,"(620, 629)","(101, 109)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",Insula,0,1,0.45,0.028125,Arg_PISARapaNui,9,5,insulă,"(737, 743)","(218, 223)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",dimineață,0,1,0.09,0.005625,Arg_PISARapaNui,9,5,dimineață,"(633, 642)","(114, 122)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",Blogul,0.25,2,0.36,0.0225,Arg_PISARapaNui,9,5,Blogul,"(567, 573)","(48, 53)",0.1
"www.blogulprofesoarei.ro/munca-de-teren/RapaNui
Blogul profesoarei
Postat pe 23 mai, 11:22
Mă uit pe fereastră de dimineață și văd peisajul pe care m-am deprins să-l îndrăgesc aici, pe Rapa Nui, care se mai numește și Insula Paștelui.",deprins,0.75,4,1.01,0.063125,Arg_PISARapaNui,9,5,depringe,"(672, 679)","(153, 159)",0.2
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",supraestimat,0.5,3,1.09090909090909,0.0681818181818182,PopSci_Caveman,10,5,supraestima,"(907, 919)","(45, 56)",0.2
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",mutații,0.5,3,1.09090909090909,0.0681818181818182,PopSci_Caveman,10,5,mutație,"(1069, 1076)","(207, 213)",0.5
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",impactul,0.25,2,0.8,0.05,PopSci_Caveman,10,5,impact,"(920, 928)","(58, 65)",0.2
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",vânătorului-culegător,0.625,3.5,0.609375,0.0380859375,PopSci_Caveman,10,5,vânătorului-culegător,"(1017, 1038)","(155, 175)",0.4
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",sistemului,0.25,2,0.469135802469136,0.029320987654321,PopSci_Caveman,10,5,sistem,"(965, 975)","(103, 112)",0.1
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",oamenii,0,1,0.44,0.0275,PopSci_Caveman,10,5,om,"(882, 889)","(20, 26)",0.1
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",avut,0,1,0.24,0.015,PopSci_Caveman,10,5,avea,"(941, 945)","(79, 82)",0.1
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",infecții,0.5,3,0.45,0.028125,PopSci_Caveman,10,5,infecție,"(1131, 1139)","(269, 276)",0.2
"Totuși, se poate ca oamenii de știință să fi supraestimat impactul pe care l-a avut agricultura asupra sistemului imunitar uman, deoarece testele ADN-ului vânătorului-culegător au arătat că acesta avea deja mutații care întăresc sistemul imunitar împotriva diferitelor infecții neplăcute.",testele,0.25,2,0.56,0.035,PopSci_Caveman,10,5,test,"(1000, 1007)","(138, 144)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",influenței,0.25,2,0.96,0.06,Enc_WikiMoon,11,5,influență,"(676, 686)","(99, 108)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",factor,0.25,2,0.793388429752066,0.0495867768595041,Enc_WikiMoon,11,5,factor,"(726, 732)","(149, 154)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",determină,0.25,2,0.264462809917355,0.0165289256198347,Enc_WikiMoon,11,5,determina,"(738, 747)","(161, 169)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",Pământului,0,1,0.694214876033058,0.0433884297520661,Enc_WikiMoon,11,5,Pământ,"(756, 766)","(179, 188)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",obiect,0.25,2,0.446280991735537,0.0278925619834711,Enc_WikiMoon,11,5,obiect,"(641, 647)","(64, 69)",0.1
"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",Luna,0,1,0.694214876033058,0.0433884297520661,Enc_WikiMoon,11,5,lună,"(592, 596)","(15, 18)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",urmărire,0.375,2.5,0.56,0.035,PopSci_MultiplEYE,0,6,urmărire,"(1074, 1082)","(162, 169)",0.2
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",timpul,0,1,0.246913580246914,0.0154320987654321,PopSci_MultiplEYE,0,6,timp,"(1094, 1100)","(182, 187)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",colectarea,0.25,2,0.446280991735537,0.0278925619834711,PopSci_MultiplEYE,0,6,colectare,"(1052, 1062)","(140, 149)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",citirii,0,1,0.925619834710744,0.0578512396694215,PopSci_MultiplEYE,0,6,citire,"(1101, 1108)","(189, 195)",0.2
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",lucru,0.25,2,0.576388888888889,0.0360243055555556,PopSci_MultiplEYE,0,6,lucru,"(918, 923)","(6, 10)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",limbi,0,1,0.87603305785124,0.0547520661157025,PopSci_MultiplEYE,0,6,limbă,"(1122, 1127)","(210, 214)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",rețea,0.25,2,0.49,0.030625,PopSci_MultiplEYE,0,6,rețea,"(987, 992)","(75, 79)",0.2
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",înseamnă,0.125,1.5,0.56,0.035,PopSci_MultiplEYE,0,6,însemna,"(924, 932)","(12, 19)",0.1
"Acest lucru înseamnă că Acțiunea COST MultiplEYE urmărește să încurajeze o rețea interdisciplinară de grupuri de cercetare care lucrează la colectarea datelor de urmărire oculară în timpul citirii în mai multe limbi.
",grupuri,0.25,2,0.24,0.015,PopSci_MultiplEYE,0,6,grup,"(1014, 1021)","(102, 108)",0.1
"” Concluziile Consiliului le solicită Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de indicatorii privind mobilitatea studenților, a tineretului și a profesorilor.",indicatorii,0.5,3,0.6,0.0375,Ins_LearningMobility,2,6,indicator,"(1378, 1389)","(111, 121)",0.3
"” Concluziile Consiliului le solicită Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de indicatorii privind mobilitatea studenților, a tineretului și a profesorilor.",mobilitatea,0.375,2.5,0.56,0.035,Ins_LearningMobility,2,6,mobilitate,"(1398, 1409)","(131, 141)",0.4
"” Concluziile Consiliului le solicită Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de indicatorii privind mobilitatea studenților, a tineretului și a profesorilor.",Concluziile,0.25,2,0.29,0.018125,Ins_LearningMobility,2,6,concluzie,"(1269, 1280)","(2, 12)",0.1
"” Concluziile Consiliului le solicită Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de indicatorii privind mobilitatea studenților, a tineretului și a profesorilor.",legat,0,1,0.61,0.038125,Ins_LearningMobility,2,6,lega,"(1369, 1374)","(102, 106)",0.1
"” Concluziile Consiliului le solicită Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de indicatorii privind mobilitatea studenților, a tineretului și a profesorilor.",acțiuni,0.25,2,0.29,0.018125,Ins_LearningMobility,2,6,acțiune,"(1351, 1358)","(84, 90)",0.1
