stimulus,subject_id,word_index,word_index_in_sentence,word,sentence,fixations_list,fixations_TRT
ins_learningmobility_3_page_4,23,26,26.0,o,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,27,27.0,propunere,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[294],294
ins_learningmobility_3_page_4,23,28,28.0,privind,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,29,29.0,un,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,30,30.0,criteriu,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,31,31.0,de,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,32,32.0,referință,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,33,33.0,în,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,34,34.0,acest,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,35,35.0,domeniu,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”","[116, 196]",312
ins_learningmobility_3_page_4,23,36,36.0,până,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,37,37.0,la,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,38,38.0,sfârșitul,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[356],356
ins_learningmobility_3_page_4,23,39,39.0,anului,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[300],300
ins_learningmobility_3_page_4,23,40,40.0,2010,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,41,41.0,axându-se,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”","[156, 224, 240]",620
ins_learningmobility_3_page_4,23,42,42.0,inițial,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[314],314
ins_learningmobility_3_page_4,23,43,43.0,pe,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[156],156
ins_learningmobility_3_page_4,23,44,44.0,mobilitatea,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[200],200
ins_learningmobility_3_page_4,23,45,45.0,fizică,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”","[152, 198]",350
ins_learningmobility_3_page_4,23,46,46.0,între,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[186],186
ins_learningmobility_3_page_4,23,47,47.0,țări,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,48,48.0,în,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[],0
ins_learningmobility_3_page_4,23,49,49.0,domeniul,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”","[224, 116]",340
ins_learningmobility_3_page_4,23,50,50.0,educației,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[252],252
ins_learningmobility_3_page_4,23,51,51.0,superioare...”,"Contextul concluziilor Consiliului din 2011 este reprezentat de Cadrul Strategic pentru Cooperarea Europeană în Educație și Formare Profesională 2020, prin care Comisia este invitată „să depună o propunere privind un criteriu de referință în acest domeniu până la sfârșitul anului 2010, axându-se inițial pe mobilitatea fizică între țări în domeniul educației superioare...”",[236],236
ins_learningmobility_3_page_4,23,52,0.0,,.,[],0
ins_learningmobility_3_page_4,23,53,0.0,Concluziile,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[248, 180]",428
ins_learningmobility_3_page_4,23,54,1.0,Consiliului,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[290],290
ins_learningmobility_3_page_4,23,55,2.0,au,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,56,3.0,fost,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[294],294
ins_learningmobility_3_page_4,23,57,4.0,precedate,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[272],272
ins_learningmobility_3_page_4,23,58,5.0,de,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,59,6.0,documentul,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[180, 194, 168]",542
ins_learningmobility_3_page_4,23,60,7.0,în,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,61,8.0,lucru,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[198, 144]",342
ins_learningmobility_3_page_4,23,62,9.0,al,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[222],222
ins_learningmobility_3_page_4,23,63,10.0,serviciilor,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[180, 220, 180, 176]",756
ins_learningmobility_3_page_4,23,64,11.0,Comisiei,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[326],326
ins_learningmobility_3_page_4,23,65,12.0,din,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,66,13.0,24,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[232],232
ins_learningmobility_3_page_4,23,67,14.0,mai,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,68,15.0,2011,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[150],150
ins_learningmobility_3_page_4,23,69,16.0,privind,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[206],206
ins_learningmobility_3_page_4,23,70,17.0,elaborarea,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[278],278
ins_learningmobility_3_page_4,23,71,18.0,unor,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,72,19.0,criterii,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[246, 226]",472
ins_learningmobility_3_page_4,23,73,20.0,de,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,74,21.0,referință,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[254, 178]",432
ins_learningmobility_3_page_4,23,75,22.0,referitoare,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[206, 102]",308
ins_learningmobility_3_page_4,23,76,23.0,la,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,77,24.0,educația,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[186],186
ins_learningmobility_3_page_4,23,78,25.0,pentru,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[158],158
ins_learningmobility_3_page_4,23,79,26.0,angajare,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[290],290
ins_learningmobility_3_page_4,23,80,27.0,și,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,81,28.0,la,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,82,29.0,mobilitatea,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,"[102, 190, 222, 122]",636
ins_learningmobility_3_page_4,23,83,30.0,în,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,84,31.0,scop,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[270],270
ins_learningmobility_3_page_4,23,85,32.0,educațional,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[230],230
ins_learningmobility_3_page_4,23,86,33.0,doc,Concluziile Consiliului au fost precedate de documentul în lucru al serviciilor Comisiei din 24 mai 2011 privind elaborarea unor criterii de referință referitoare la educația pentru angajare și la mobilitatea în scop educațional (doc.,[],0
ins_learningmobility_3_page_4,23,87,0.0,10697/11).,10697/11).,[202],202
ins_learningmobility_3_page_5,23,0,0.0,Acest,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,1,1.0,raport,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,2,2.0,îndeplinește,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,3,3.0,obligația,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,4,4.0,de,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,5,5.0,a,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,6,6.0,raporta,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[144, 350, 338, 198]",1030
ins_learningmobility_3_page_5,23,7,7.0,Consiliului,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[314, 196]",510
ins_learningmobility_3_page_5,23,8,8.0,cu,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[132],132
ins_learningmobility_3_page_5,23,9,9.0,privire,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[266],266
ins_learningmobility_3_page_5,23,10,10.0,la,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,11,11.0,progresele,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[138, 212]",350
ins_learningmobility_3_page_5,23,12,12.0,realizate,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[280],280
ins_learningmobility_3_page_5,23,13,13.0,în,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,14,14.0,ceea,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[212],212
ins_learningmobility_3_page_5,23,15,15.0,ce,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,16,16.0,privește,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[262],262
ins_learningmobility_3_page_5,23,17,17.0,criteriul,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[174, 192]",366
ins_learningmobility_3_page_5,23,18,18.0,de,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,19,19.0,referință,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[156],156
ins_learningmobility_3_page_5,23,20,20.0,pentru,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,21,21.0,mobilitate,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,22,22.0,în,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,23,23.0,vederea,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[218],218
ins_learningmobility_3_page_5,23,24,24.0,continuării,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[116, 242]",358
ins_learningmobility_3_page_5,23,25,25.0,acțiunilor,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[246, 150]",396
ins_learningmobility_3_page_5,23,26,26.0,în,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.",[],0
ins_learningmobility_3_page_5,23,27,27.0,2020.,"Acest raport îndeplinește obligația de a raporta Consiliului cu privire la progresele realizate în ceea ce privește criteriul de referință pentru mobilitate, în vederea continuării acțiunilor în 2020.","[346, 230, 176]",752
ins_learningmobility_3_page_6,23,0,0.0,Criteriul,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,1,1.0,de,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,2,2.0,referință,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,3,3.0,privind,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,"[174, 198]",372
ins_learningmobility_3_page_6,23,4,4.0,mobilitatea,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,"[174, 166]",340
ins_learningmobility_3_page_6,23,5,5.0,în,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,6,6.0,scop,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[272],272
ins_learningmobility_3_page_6,23,7,7.0,educațional,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[210],210
ins_learningmobility_3_page_6,23,8,8.0,cuprinde,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,9,9.0,doi,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,10,10.0,indicatori,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,"[102, 240]",342
ins_learningmobility_3_page_6,23,11,11.0,și,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,12,12.0,este,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[232],232
ins_learningmobility_3_page_6,23,13,13.0,definit,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[276],276
ins_learningmobility_3_page_6,23,14,14.0,în,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,15,15.0,anexa,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[302],302
ins_learningmobility_3_page_6,23,16,16.0,la,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,17,17.0,concluziile,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,"[220, 278, 108]",606
ins_learningmobility_3_page_6,23,18,18.0,din,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
ins_learningmobility_3_page_6,23,19,19.0,2011,Criteriul de referință privind mobilitatea în scop educațional cuprinde doi indicatori și este definit în anexa la concluziile din 2011 după cum urmează:,[],0
