stimulus,subject_id,word_index,word,sentence,fixations_list,fixations_TRT,
enc_wikimoon_13_page_1,8,31,sau,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.","[149, 233]",382,
enc_wikimoon_13_page_1,8,32,aproximativ,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.","[148, 141, 179]",468,
enc_wikimoon_13_page_1,8,33,de,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.",[],0,
enc_wikimoon_13_page_1,8,34,30,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.",[196],196,
enc_wikimoon_13_page_1,8,35,de,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.",[],0,
enc_wikimoon_13_page_1,8,36,ori,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.","[168, 104]",272,
enc_wikimoon_13_page_1,8,37,diametrul,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.","[111, 220, 130, 111]",572,
enc_wikimoon_13_page_1,8,38,Pământului.,"Ea orbitează în jurul Pământului la o distanță medie de 384.400 km (238.900 mile; 1,28 secunde lumină), sau aproximativ de 30 de ori diametrul Pământului.",[261],261,
enc_wikimoon_13_page_2,8,0,Luna,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,1,este,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[189, 122, 220]",531,
enc_wikimoon_13_page_2,8,2,întotdeauna,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[200, 160]",360,
enc_wikimoon_13_page_2,8,3,orientată,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[261, 286]",547,
enc_wikimoon_13_page_2,8,4,spre,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[776, 192]",968,
enc_wikimoon_13_page_2,8,5,Pământ,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[170, 228]",398,
enc_wikimoon_13_page_2,8,6,cu,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,7,fața,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[203],203,
enc_wikimoon_13_page_2,8,8,sa,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[171],171,
enc_wikimoon_13_page_2,8,9,vizibilă,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[222],222,
enc_wikimoon_13_page_2,8,10,pentru,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[244],244,
enc_wikimoon_13_page_2,8,11,că,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[294, 411]",705,
enc_wikimoon_13_page_2,8,12,perioada,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[274, 199]",473,
enc_wikimoon_13_page_2,8,13,sa,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[208],208,
enc_wikimoon_13_page_2,8,14,de,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,15,rotație,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,16,este,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[159],159,
enc_wikimoon_13_page_2,8,17,egală,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[157],157,
enc_wikimoon_13_page_2,8,18,cu,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,19,perioada,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[147, 177]",324,
enc_wikimoon_13_page_2,8,20,sa,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[160],160,
enc_wikimoon_13_page_2,8,21,de,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[177],177,
enc_wikimoon_13_page_2,8,22,"revoluție,","Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[157, 156]",313,
enc_wikimoon_13_page_2,8,23,un,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,24,fenomen,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[254, 244]",498,
enc_wikimoon_13_page_2,8,25,rezultat,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[178, 210]",388,
enc_wikimoon_13_page_2,8,26,din,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[],0,
enc_wikimoon_13_page_2,8,27,rotația,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[179, 162, 184, 174, 174]",873,
enc_wikimoon_13_page_2,8,28,sincronă,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[172, 502, 139]",813,
enc_wikimoon_13_page_2,8,29,cu,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.",[207],207,
enc_wikimoon_13_page_2,8,30,Pământul.,"Luna este întotdeauna orientată spre Pământ cu fața sa vizibilă pentru că perioada sa de rotație este egală cu perioada sa de revoluție, un fenomen rezultat din rotația sincronă cu Pământul.","[161, 238, 149]",548,
enc_wikimoon_13_page_2,8,31,Această,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[103, 283, 240]",626,
enc_wikimoon_13_page_2,8,32,perioadă,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[309, 333]",642,
enc_wikimoon_13_page_2,8,33,"este,","Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[239, 255]",494,
enc_wikimoon_13_page_2,8,34,în,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",[131],131,
enc_wikimoon_13_page_2,8,35,raport,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[218, 232, 149, 218]",817,
enc_wikimoon_13_page_2,8,36,cu,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",[282],282,
enc_wikimoon_13_page_2,8,37,"Soarele,","Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[269, 228, 143, 222]",862,
enc_wikimoon_13_page_2,8,38,de,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[234, 273]",507,
enc_wikimoon_13_page_2,8,39,"29,5","Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[308, 200]",508,
enc_wikimoon_13_page_2,8,40,zile,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[317, 139]",456,
enc_wikimoon_13_page_2,8,41,și,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",[174],174,
enc_wikimoon_13_page_2,8,42,este,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[546, 305, 123, 158]",1132,
enc_wikimoon_13_page_2,8,43,vizibilă,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[236, 254, 239, 141]",870,
enc_wikimoon_13_page_2,8,44,ca,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.",[292],292,
enc_wikimoon_13_page_2,8,45,ciclul,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[170, 201, 177, 117, 277]",942,
enc_wikimoon_13_page_2,8,46,fazelor,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[201, 157, 481]",839,
enc_wikimoon_13_page_2,8,47,lunare.,"Această perioadă este, în raport cu Soarele, de 29,5 zile și este vizibilă ca ciclul fazelor lunare.","[342, 188, 100]",630,
enc_wikimoon_13_page_2,8,48,Pentru,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[232, 182]",414,
enc_wikimoon_13_page_2,8,49,"Pământ,","Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[178],178,
enc_wikimoon_13_page_2,8,50,Luna,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[123],123,
enc_wikimoon_13_page_2,8,51,a,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[],0,
enc_wikimoon_13_page_2,8,52,"fost,","Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[217, 248]",465,
enc_wikimoon_13_page_2,8,53,în,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[115],115,
enc_wikimoon_13_page_2,8,54,afară,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[349, 426]",775,
enc_wikimoon_13_page_2,8,55,de,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[505],505,
enc_wikimoon_13_page_2,8,56,"Soare,","Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[194],194,
enc_wikimoon_13_page_2,8,57,cel,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[290, 175]",465,
enc_wikimoon_13_page_2,8,58,mai,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[153, 135]",288,
enc_wikimoon_13_page_2,8,59,influent,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[280, 219]",499,
enc_wikimoon_13_page_2,8,60,obiect,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[149, 191]",340,
enc_wikimoon_13_page_2,8,61,"ceresc,","Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[291],291,
enc_wikimoon_13_page_2,8,62,în,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[184, 140]",324,
enc_wikimoon_13_page_2,8,63,special,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[240, 182, 265]",687,
enc_wikimoon_13_page_2,8,64,datorită,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[165, 146, 218, 366, 277]",1172,
enc_wikimoon_13_page_2,8,65,influenței,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[206, 146, 316]",668,
enc_wikimoon_13_page_2,8,66,sale,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[146, 157]",303,
enc_wikimoon_13_page_2,8,67,"gravitaționale,","Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[206],206,
enc_wikimoon_13_page_2,8,68,fiind,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[200],200,
enc_wikimoon_13_page_2,8,69,principalul,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.","[165, 162]",327,
enc_wikimoon_13_page_2,8,70,factor,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[],0,
enc_wikimoon_13_page_2,8,71,care,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[],0,
enc_wikimoon_13_page_2,8,72,determină,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[],0,
enc_wikimoon_13_page_2,8,73,mareele,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[303],303,
enc_wikimoon_13_page_2,8,74,Pământului,"Pentru Pământ, Luna a fost, în afară de Soare, cel mai influent obiect ceresc, în special datorită influenței sale gravitaționale, fiind principalul factor care determină mareele Pământului.",[],0,
enc_wikimoon_13_question_13121,8,1,este,,"[226, 136]",362,
enc_wikimoon_13_question_13121,8,2,consecința,,[257],257,
enc_wikimoon_13_question_13121,8,3,blocajului,,"[131, 173, 200, 228, 245, 252, 268, 277]",1774,
enc_wikimoon_13_question_13121,8,4,mareic,,"[606, 124, 343, 164, 344]",1581,
enc_wikimoon_13_question_13121,8,5,dintre,,"[172, 300, 157, 149, 453, 289, 265]",1785,
enc_wikimoon_13_question_13121,8,6,Lună,,"[185, 184, 149, 380]",898,
enc_wikimoon_13_question_13121,8,8,Pământ?,,[194],194,
enc_wikimoon_13_question_13131,8,1,ce,,[343],343,
enc_wikimoon_13_question_13131,8,2,este,,[183],183,
enc_wikimoon_13_question_13131,8,4,atât,,"[173, 277]",450,
enc_wikimoon_13_question_13131,8,5,de,,[254],254,
enc_wikimoon_13_question_13131,8,6,importantă,,"[296, 138]",434,
enc_wikimoon_13_question_13131,8,7,pentru,,[263],263,
enc_wikimoon_13_question_13131,8,8,planeta,,[252],252,
enc_wikimoon_13_question_13131,8,9,Pământ?,,[186],186,
ins_humanrights_2_page_1,8,0,Declarația,Declarația universală a drepturilor omului - Preambul,"[149, 162, 276]",587,
ins_humanrights_2_page_1,8,1,universală,Declarația universală a drepturilor omului - Preambul,"[190, 162, 324]",676,
ins_humanrights_2_page_1,8,2,a,Declarația universală a drepturilor omului - Preambul,[129],129,
ins_humanrights_2_page_1,8,3,drepturilor,Declarația universală a drepturilor omului - Preambul,"[227, 363, 208]",798,
ins_humanrights_2_page_1,8,4,omului,Declarația universală a drepturilor omului - Preambul,[348],348,
ins_humanrights_2_page_1,8,5,-,Declarația universală a drepturilor omului - Preambul,[],0,
ins_humanrights_2_page_1,8,6,Preambul,Declarația universală a drepturilor omului - Preambul,"[675, 169]",844,
ins_humanrights_2_page_1,8,7,Considerând,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[502, 169]",671,
ins_humanrights_2_page_1,8,8,că,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_1,8,9,recunoașterea,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[318, 218]",536,
ins_humanrights_2_page_1,8,10,demnității,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[341, 357]",698,
ins_humanrights_2_page_1,8,11,inerente,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[297, 231, 393, 109, 406, 330, 203]",1969,
ins_humanrights_2_page_1,8,12,tuturor,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[249, 209]",458,
ins_humanrights_2_page_1,8,13,membrilor,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[197, 241]",438,
ins_humanrights_2_page_1,8,14,familiei,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[328, 188]",516,
ins_humanrights_2_page_1,8,15,umane,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[160, 124]",284,
ins_humanrights_2_page_1,8,16,și,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_1,8,17,a,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_1,8,18,drepturilor,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[238, 166]",404,
ins_humanrights_2_page_1,8,19,lor,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[266, 159, 332, 243]",1000,
ins_humanrights_2_page_1,8,20,egale,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[152, 159, 248, 150]",709,
ins_humanrights_2_page_1,8,21,și,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_1,8,22,inalienabile,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[273, 325, 209, 331, 295, 298, 207]",1938,
ins_humanrights_2_page_1,8,23,constituie,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[135, 174, 138, 206]",653,
ins_humanrights_2_page_1,8,24,fundamentul,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[263, 213, 302, 136]",914,
ins_humanrights_2_page_1,8,25,"libertății,","Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[426],426,
ins_humanrights_2_page_1,8,26,dreptății,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[244, 168]",412,
ins_humanrights_2_page_1,8,27,și,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[197],197,
ins_humanrights_2_page_1,8,28,păcii,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,","[193, 156]",349,
ins_humanrights_2_page_1,8,29,în,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_1,8,30,lume,"Considerând că recunoașterea demnității inerente tuturor membrilor familiei umane și a drepturilor lor egale și inalienabile constituie fundamentul libertății, dreptății și păcii în lume,",[],0,
ins_humanrights_2_page_2,8,0,Considerând,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[251, 253, 143, 271]",918,
ins_humanrights_2_page_2,8,1,că,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,",[207],207,
ins_humanrights_2_page_2,8,2,ignorarea,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[152, 243, 284]",679,
ins_humanrights_2_page_2,8,3,și,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[176, 165]",341,
ins_humanrights_2_page_2,8,4,disprețuirea,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[230, 484, 336, 165, 213, 169, 109]",1706,
ins_humanrights_2_page_2,8,5,drepturilor,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[206, 175, 146]",527,
ins_humanrights_2_page_2,8,6,omului,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,","[358, 245]",603,
ins_humanrights_2_page_2,8,7,au,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,",[],0,
ins_humanrights_2_page_2,8,8,dus,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,",[166],166,
ins_humanrights_2_page_2,8,9,la,"Considerând că ignorarea și disprețuirea drepturilor omului au dus la acte de barbarie care revoltă conștiința omenirii și că făurirea unei lumi în care ființele umane se vor bucura de libertatea cuvântului și a convingerilor și vor fi eliberate de teamă și mizerie a fost proclamată drept cea mai înaltă aspirație a oamenilor,",[197],197,
