stimulus,word_index,word_index_in_sentence,word,sentence,surprisal
ins_learningmobility_3_page_1,55,6,țară,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",1.109578828240414
ins_learningmobility_3_page_1,56,7,reprezintă,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",1.1443653793866717
ins_learningmobility_3_page_1,57,8,o,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",0.0008871872630934
ins_learningmobility_3_page_1,58,9,experiență,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",2.421870013333124
ins_learningmobility_3_page_1,59,10,"unică,","Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",15.725871991896168
ins_learningmobility_3_page_1,60,11,ce,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",3.833210015311752
ins_learningmobility_3_page_1,61,12,poate,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",2.1459758044617736
ins_learningmobility_3_page_1,62,13,deschide,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",0.0081387751023943
ins_learningmobility_3_page_1,63,14,noi,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",0.0291281542215667
ins_learningmobility_3_page_1,64,15,orizonturi.,"Învățarea, studiile și formarea într-o altă țară reprezintă o experiență unică, ce poate deschide noi orizonturi.",17.215799105799764
ins_learningmobility_3_page_2,0,0,Aptitudinile,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",11.807619584636326
ins_learningmobility_3_page_2,1,1,dobândite,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.2183314261901963
ins_learningmobility_3_page_2,2,2,în,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0059762031876799
ins_learningmobility_3_page_2,3,3,cursul,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",6.855961543163336
ins_learningmobility_3_page_2,4,4,unei,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",1.6391127391399616
ins_learningmobility_3_page_2,5,5,astfel,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0851104412793313
ins_learningmobility_3_page_2,6,6,de,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0003045274212691
ins_learningmobility_3_page_2,7,7,"experiențe,","Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",18.38492933227084
ins_learningmobility_3_page_2,8,8,cum,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0019917294385988
ins_learningmobility_3_page_2,9,9,ar,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0001690688519665
ins_learningmobility_3_page_2,10,10,fi,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0004448157014842
ins_learningmobility_3_page_2,11,11,capacitatea,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.4619669345167553
ins_learningmobility_3_page_2,12,12,de,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",7.963016491941823e-05
ins_learningmobility_3_page_2,13,13,a,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0001174689327612
ins_learningmobility_3_page_2,14,14,rezolva,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.2166953798190551
ins_learningmobility_3_page_2,15,15,"probleme,","Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",21.068590135859267
ins_learningmobility_3_page_2,16,16,"adaptabilitatea,","Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",15.76096108250629
ins_learningmobility_3_page_2,17,17,toleranța,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",6.473813733740482
ins_learningmobility_3_page_2,18,18,și,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.2067576874497408
ins_learningmobility_3_page_2,19,19,încrederea,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0266053193338125
ins_learningmobility_3_page_2,20,20,în,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.1384159996315633
ins_learningmobility_3_page_2,21,21,sine,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.1445000593762152
ins_learningmobility_3_page_2,22,22,sunt,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0295009437532718
ins_learningmobility_3_page_2,23,23,prețuite,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",20.089635779296632
ins_learningmobility_3_page_2,24,24,de,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0004339774940274
ins_learningmobility_3_page_2,25,25,către,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.4968038843034791
ins_learningmobility_3_page_2,26,26,angajatori,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",6.655770744574113
ins_learningmobility_3_page_2,27,27,și,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",1.6043565678938998
ins_learningmobility_3_page_2,28,28,esențiale,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",7.2829082893565475
ins_learningmobility_3_page_2,29,29,pentru,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.1782060719805369
ins_learningmobility_3_page_2,30,30,societatea,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",3.583449846673538
ins_learningmobility_3_page_2,31,31,de,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",0.0195505190721365
ins_learningmobility_3_page_2,32,32,astăzi.,"Aptitudinile dobândite în cursul unei astfel de experiențe, cum ar fi capacitatea de a rezolva probleme, adaptabilitatea, toleranța și încrederea în sine sunt prețuite de către angajatori și esențiale pentru societatea de astăzi.",12.17722788646818
ins_learningmobility_3_page_2,33,0,Comisia,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",2.354772013552161
ins_learningmobility_3_page_2,34,1,încurajează,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",4.452536825581823
ins_learningmobility_3_page_2,35,2,mobilitatea,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.1912713451136786
ins_learningmobility_3_page_2,36,3,în,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.016937166223776
ins_learningmobility_3_page_2,37,4,scop,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.3487618061195062
ins_learningmobility_3_page_2,38,5,educațional,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.37534932093159
ins_learningmobility_3_page_2,39,6,a,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.0010454312659638
ins_learningmobility_3_page_2,40,7,tinerilor,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.759189164852992
ins_learningmobility_3_page_2,41,8,prin,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.1456469167745148
ins_learningmobility_3_page_2,42,9,politica,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",5.354166457367767
ins_learningmobility_3_page_2,43,10,și,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.0118728722474066
ins_learningmobility_3_page_2,44,11,programele,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",3.272713099876122
ins_learningmobility_3_page_2,45,12,"sale,","Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",15.27334610122238
ins_learningmobility_3_page_2,46,13,inclusiv,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",5.0275741475233655
ins_learningmobility_3_page_2,47,14,un,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",1.0121750600976656
ins_learningmobility_3_page_2,48,15,criteriu,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",11.182766681070303
ins_learningmobility_3_page_2,49,16,de,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.0001890213155052
ins_learningmobility_3_page_2,50,17,referință,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",4.348781736555338
ins_learningmobility_3_page_2,51,18,dedicat,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",11.037200964428408
ins_learningmobility_3_page_2,52,19,și,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",3.7117248819064894
ins_learningmobility_3_page_2,53,20,susținerea,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",8.590801762046276
ins_learningmobility_3_page_2,54,21,din,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.0001774970141094
ins_learningmobility_3_page_2,55,22,partea,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.0171589636268945
ins_learningmobility_3_page_2,56,23,programului,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",0.4323512801226161
ins_learningmobility_3_page_2,57,24,Erasmus+.,"Comisia încurajează mobilitatea în scop educațional a tinerilor prin politica și programele sale, inclusiv un criteriu de referință dedicat și susținerea din partea programului Erasmus+.",17.30072716643012
ins_learningmobility_3_page_3,0,0,Concluziile,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,1.5236628005338904
ins_learningmobility_3_page_3,1,1,Consiliului,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.5803590411971813
ins_learningmobility_3_page_3,2,2,din,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.050896163321372
ins_learningmobility_3_page_3,3,3,2011,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.7135897329652154
ins_learningmobility_3_page_3,4,4,privind,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.0010443986224065
ins_learningmobility_3_page_3,5,5,un,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.5428238040974342
ins_learningmobility_3_page_3,6,6,criteriu,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,11.457080200590015
ins_learningmobility_3_page_3,7,7,de,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.0009130868064438
ins_learningmobility_3_page_3,8,8,referință,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.326193954275678
ins_learningmobility_3_page_3,9,9,pentru,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.0350868433967605
ins_learningmobility_3_page_3,10,10,mobilitatea,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,1.5579366911899166
ins_learningmobility_3_page_3,11,11,în,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.0023963315297225
ins_learningmobility_3_page_3,12,12,scop,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.1350667141037623
ins_learningmobility_3_page_3,13,13,educațional,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,1.9313876752809047
ins_learningmobility_3_page_3,14,14,(2011/C372/08),Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,14.821909330939816
ins_learningmobility_3_page_3,15,15,invită,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.5942361811836392
ins_learningmobility_3_page_3,16,16,Comisia,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,0.8696814492274959
ins_learningmobility_3_page_3,17,17,să:,Concluziile Consiliului din 2011 privind un criteriu de referință pentru mobilitatea în scop educațional (2011/C372/08) invită Comisia să:,12.113431902403386
ins_learningmobility_3_page_3,18,0,„prezinte,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",12.69988306396012
ins_learningmobility_3_page_3,19,1,un,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0882977038197083
ins_learningmobility_3_page_3,20,2,raport,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.1221165982284996
ins_learningmobility_3_page_3,21,3,"Consiliului,","„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",13.10113239612419
ins_learningmobility_3_page_3,22,4,până,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0035122880433508
ins_learningmobility_3_page_3,23,5,la,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.000876861993381
ins_learningmobility_3_page_3,24,6,sfârșitul,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.2288350813417868
ins_learningmobility_3_page_3,25,7,anului,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.1202843933526396
ins_learningmobility_3_page_3,26,8,"2015,","„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",14.269997942101256
ins_learningmobility_3_page_3,27,9,în,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0007545992095294
ins_learningmobility_3_page_3,28,10,vederea,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0603492314683909
ins_learningmobility_3_page_3,29,11,reexaminării,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",13.70829811620666
ins_learningmobility_3_page_3,30,12,"și,","„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",19.137358102549715
ins_learningmobility_3_page_3,31,13,după,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0006295078310791
ins_learningmobility_3_page_3,32,14,"caz,","„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",19.9742477312727
ins_learningmobility_3_page_3,33,15,a,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0251824786344811
ins_learningmobility_3_page_3,34,16,revizuirii,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.8161845824100942
ins_learningmobility_3_page_3,35,17,criteriului,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",20.79035878576826
ins_learningmobility_3_page_3,36,18,de,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0008290225414235
ins_learningmobility_3_page_3,37,19,referință,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.4609332709719583
ins_learningmobility_3_page_3,38,20,european,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",3.999677052730248
ins_learningmobility_3_page_3,39,21,privind,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",1.4496638447094297
ins_learningmobility_3_page_3,40,22,mobilitatea,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.8358666009470503
ins_learningmobility_3_page_3,41,23,în,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.0014954760449222
ins_learningmobility_3_page_3,42,24,scop,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",0.5411304676091465
ins_learningmobility_3_page_3,43,25,educațional.”,"„prezinte un raport Consiliului, până la sfârșitul anului 2015, în vederea reexaminării și, după caz, a revizuirii criteriului de referință european privind mobilitatea în scop educațional.”",14.199359945304543
ins_learningmobility_3_page_3,44,0,Concluziile,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.7353731401001643
ins_learningmobility_3_page_3,45,1,Consiliului,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.9385310723549916
ins_learningmobility_3_page_3,46,2,le,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",6.184993504194933
ins_learningmobility_3_page_3,47,3,solicită,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.7948643687272734
ins_learningmobility_3_page_3,48,4,de,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",6.535488761189045e-05
ins_learningmobility_3_page_3,49,5,asemenea,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.0062782810720727
ins_learningmobility_3_page_3,50,6,Comisiei,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.2912207830002989
ins_learningmobility_3_page_3,51,7,și,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.004198524421164
ins_learningmobility_3_page_3,52,8,statelor,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.003673492786928
ins_learningmobility_3_page_3,53,9,membre,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.0012528354956185
ins_learningmobility_3_page_3,54,10,să,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.0005612025370467
ins_learningmobility_3_page_3,55,11,efectueze,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",5.49374412080247
ins_learningmobility_3_page_3,56,12,alte,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",3.560882481752115
ins_learningmobility_3_page_3,57,13,"acțiuni,","Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",15.084747443579484
ins_learningmobility_3_page_3,58,14,mai,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.0013092098484434
ins_learningmobility_3_page_3,59,15,ales,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",0.0267034255286044
ins_learningmobility_3_page_3,60,16,legat,"Concluziile Consiliului le solicită de asemenea Comisiei și statelor membre să efectueze alte acțiuni, mai ales legat de mobilitatea studenților, a tineretului și a profesorilor.",6.357015048419505
